event_id,event_date,fighter_a,fighter_b,winner,method,round
1213,2020-06-12,Ewa Piatkowska,Karina Kopinska,,,
1213,2020-06-12,Kevin Johnson,Mariusz Wach,,,
1218,2020-06-17,Hector Perez,Juan Torres,,,
1218,2020-06-17,Isiah Jones,Nikoloz Sekhniashvili,,,
1218,2020-06-17,Bobirzhan Mominov,Cameron Krael,,,
1218,2020-06-17,Antonio Demarco,Giovani Santillan,,,
1218,2020-06-17,Joshua Greer Jr,Mike Plania,,,
1221,2020-06-19,Clay Collard,David Kaminsky,,,
1221,2020-06-19,Gabriel Flores Jr,Josec Ruiz,,,
1221,2020-06-19,Jose Pedraza,Mikkel Lespierre,,,
1189,2020-06-20,Kacper Salabura,Oskar Kapczynski,,,
1189,2020-06-20,Bartosz Glowacki,Tomasz Nowicki,,,
1189,2020-06-20,Sebastian Slusarczyk,Serhii Zhuk,,,
1189,2020-06-20,Patryk Szymanski,Przemyslaw Gorgon,,,
1189,2020-06-20,Kamil Laszczyk,Piotr Gudel,,,
1189,2020-06-20,Robert Parzeczewski,Sladan Janjanin,,,
1220,2020-06-21,Carlos Ornelas,Edwin Palomares,,,
1220,2020-06-21,Emanuel Navarrete,Uriel Lopez,,,
1222,2020-06-24,Christopher Diaz,Jason Sanchez,,,
1222,2020-06-24,Andrew Moloney,Joshua Franco,,,
1222,2020-06-24,Alexis Del Bosque,Joseph Adorno,,,
1223,2020-06-26,Abraham Nova,Avery Sparrow,,,
1223,2020-06-26,Luis Porozo,Orlando Gonzalez-Ruiz,,,
1223,2020-06-26,Sonny Conto,Waldo Cortes Acosta,,,
1223,2020-06-26,Jason Moloney,Leonardo Baez,,,
1241,2020-06-28,Dante Jardon,Omar Alejandro Aguilar,,,
1241,2020-06-28,Eleazar Valenzuela,Miguel Berchelt,,,
1243,2020-07-01,Josue Vargas,Salvador Briceno,,,
1243,2020-07-01,Alex Saucedo,Sonny Fredrickson,,,
1229,2020-07-03,Jose Pedraza,Mikkel Lespierre,,,
1229,2020-07-03,Albert Bell,Mark Bernaldez,,,
1229,2020-07-03,Carlos Jackson,Jose Enrique Vivas,,,
1229,2020-07-03,Dan Murray,Elvis Rodriguez,,,
1229,2020-07-03,Adan Gonzales,Robeisy Ramirez,,,
1229,2020-07-03,Jamel Herring,Jonathan Oquendo,,,
1228,2020-07-08,Andy Vences,Luis Alberto Lopez,,,
1228,2020-07-08,Jose Zepeda,Kendo Castaneda,,,
1228,2020-07-08,Alejandro Salinas,Andres Cortes,,,
1237,2020-07-10,David Adeleye,Matt Gordon,,,
1237,2020-07-10,Dorin Krasmaru,Phil Williams,,,
1237,2020-07-10,Mark Chamberlain,Stu Greener,,,
1237,2020-07-10,Hector Perez,Jared Anderson,,,
1237,2020-07-10,Joshafat Ortiz,Joshua Orta,,,
1237,2020-07-10,Hamzah Sheeraz,Paul Kean,,,
1237,2020-07-10,Carlos Castro,Cesar Juarez,,,
1237,2020-07-10,Carlos Takam,Jerry Forrest,,,
1237,2020-07-10,Brad Foster,James Beech Jnr,,,
1245,2020-07-15,Clay Collard,Lorawnt T Nelson,,,
1245,2020-07-15,Clay Burns,Ruben Cervera,,,
1245,2020-07-15,Javier Martinez,Jonathan Burss,,,
1245,2020-07-15,Jamel Herring,Jonathan Oquendo,,,
1245,2020-07-15,Helen Joseph,Mikaela Mayer,,,
1230,2020-07-17,Alexis Del Bosque,John Vincent Moralde,,,
1230,2020-07-17,Felix Verdejo,Will Madera,,,
1230,2020-07-17,Hector Perez,Jared Anderson,,,
1230,2020-07-17,Mark John Yap,Miguel Marriaga,,,
1193,2020-07-18,Agit Kabayel,Evgenios Lazaridis,Agit Kabayel,decision_unanimous,10
1251,2020-07-21,Genc Pllana,Raphael Igbokwe,,,
1248,2020-07-22,Jayson Velez,Oscar Valdez,,,
1248,2020-07-22,Edgar Berlanga,Eric Moon,,,
1248,2020-07-22,Kim Clavel,Natalie Gonzalez,,,
1248,2020-07-22,Chris Avalos,Isaac Dogboe,,,
1250,2020-07-25,Adam Balski,Mateusz Kubiszyn,,,
1250,2020-07-25,Marek Matyja,Pawel Stepien,,,
1250,2020-07-25,Hector Valdez,Josue Morales,,,
1250,2020-07-25,Denzel Bentley,Mick Hall,,,
1250,2020-07-25,Louie Lynn,Monty Ogilvie,,,
1250,2020-07-25,Jeremy Ramos,Shane Mosley Jr,,,
1250,2020-07-25,Chris Bourke,Ramez Mahmood,,,
1250,2020-07-25,Samuel Vargas,Vergil Ortiz Jr,,,
1250,2020-07-25,Joe Joyce,Michael Wallisch,,,
1250,2020-07-25,Miranda Adkins,Seniesa Estrada,,,
1250,2020-07-25,Ivans Levickis,Przemyslaw Zysk,,,
1252,2020-07-31,Andrew Cain,Ed Harrison,,,
1252,2020-07-31,Caoimhin Agyarko,Jez Smith,,,
1252,2020-07-31,Brad Strand,Brett Fidoe,,,
1252,2020-07-31,Jerome Campbell,Nick Ball,,,
1252,2020-07-31,Dec Spelman,Lyndon Arthur,,,
1238,2020-08-01,Joseph George,Marcos Escudero,,,
1238,2020-08-01,Amnat Ruenroeng,Wisaksil Wangek,,,
1238,2020-08-01,Gavin Gwynne,James Tennyson,,,
1238,2020-08-01,Sam Eggington,Ted Cheeseman,,,
1238,2020-08-01,Fabio Wardley,Simon Vallily,Fabio Wardley,tko,3
1238,2020-08-01,Jordan Gill,Reece Bellotti,,,
1238,2020-08-01,Dalton Smith,Nathan Bennett,,,
1260,2020-08-02,Angelo Leo,Tramaine Williams,,,
1260,2020-08-02,Marcus Bates,Raeese Aleem,,,
1239,2020-08-07,Ivan Hopey Price,Jonny Phillips,,,
1239,2020-08-07,Aqib Fiaz,Kane Baker,,,
1239,2020-08-07,Adam Harper,Anthony Fowler,,,
1239,2020-08-07,Natasha Jonas,Terri Harper,,,
1239,2020-08-07,Chris Billam-Smith,Nathan Thorley,,,
1264,2020-08-08,Kerman Lejarraga,Tyrone Nurse,,,
1264,2020-08-08,Ibon Larrinaga,John Carter,,,
1265,2020-08-09,David Morrell,Lennox Allen,,,
1265,2020-08-09,Jamal James,Thomas Dulorme,,,
1265,2020-08-09,Lucas Santamaria,Mykal Fox,,,
1267,2020-08-10,Alexandr Zhuravskiy,Khuseyn Baysangurov,,,
1269,2020-08-12,Craig Macintyre,Ishmael Ellis,,,
1269,2020-08-12,Sean McComb,Siar Ozgul,,,
1269,2020-08-12,Jacob Quinn,Pierce O Rleary,,,
1269,2020-08-12,Jono Carroll,Maxi Hughes,,,
1240,2020-08-14,Anthony Fox,John Docherty,,,
1240,2020-08-14,Kieron Conway,Navid Mansouri,,,
1240,2020-08-14,Rachel Ball,Shannon Courtenay,,,
1240,2020-08-14,Eric Donovan,Zelfa Barrett,,,
1240,2020-08-14,Felix Cash,Jason Welborn,,,
1259,2020-08-15,Des Newton,Paddy Donavan,,,
1259,2020-08-15,Brett Fidoe,Dennis McCann,,,
1259,2020-08-15,Marcos Villasana Jr,Michel Rivera,,,
1259,2020-08-15,Jarvis Williams,Nikita Ababiy,,,
1259,2020-08-15,Eric Manriquez,Raymond Ford,,,
1259,2020-08-15,Carl Frampton,Darren Traynor,,,
1259,2020-08-15,Michael Conlan,Sofiane Takoucht,,,
1259,2020-08-15,Archie Sharp,Jeff Ofori,,,
1259,2020-08-15,Harry Scarff,Troy Williamson,,,
1270,2020-08-16,Jackson Marinez,Rolando Romero,,,
1270,2020-08-16,Otto Wallin,Travis Kauffman,,,
1270,2020-08-16,David Benavidez,Roamer Alexis Angulo,,,
1270,2020-08-16,Eric Walker,Israil Madrimov,,,
1270,2020-08-16,Cecilia Braekhus,Jessica McCaskill,,,
1270,2020-08-16,Francisco Rojo,Shakhram Giyasov,,,
1272,2020-08-21,Oscar Riojas,Vladimir Shishkin,,,
1215,2020-08-22,Joey Spencer,Shawn West,,,
1215,2020-08-22,Justin Deloach,Livan Navarro,,,
1215,2020-08-22,Isiah Jones,Wendy Toussaint,,,
1215,2020-08-22,Clay Collard,Maurice Williams,,,
1215,2020-08-22,Anthony Laureano,Julian Rodriguez,,,
1215,2020-08-22,Alen Babic,Shawndell Terell Winters,,,
1215,2020-08-22,Chad Sugden,Shakan Pitters,,,
1215,2020-08-22,Jack Cullen,Zak Chelli,,,
1215,2020-08-22,Aleksei Papin,Ruslan Fayfer,,,
1215,2020-08-22,Delfine Persoon,Katie Taylor,,,
1215,2020-08-22,Chris Kongo,Luther Clay,,,
1215,2020-08-22,Alexander Povetkin,Dillian Whyte,,,
1271,2020-08-23,Nathaniel Gallimore,Sebastian Fundora,,,
1271,2020-08-23,Rob Brant,Vitaliy Kopylenko,,,
1271,2020-08-23,Sebastian Formella,Shawn Porter,,,
1271,2020-08-23,Eleider Alvarez,Joe Smith Jr,,,
1247,2020-08-26,Darren Tetley,Liam Taylor,,,
1247,2020-08-26,Lewis Crocker,Louis Greene,,,
1247,2020-08-26,Lee McGregor,Ryan Walker,,,
1247,2020-08-26,Craig Woodruff,Gary Cully,,,
1247,2020-08-26,Kylie Fulmer,Shannon O'Connell,,,
1247,2020-08-26,Jackson Woods,Liam Wilson,,,
1247,2020-08-26,Adam Copland,Joel Camilleri,,,
1247,2020-08-26,Issac Hardman,Jamie Weetch,,,
1247,2020-08-26,Jeff Horn,Tim Tszyu,,,
1275,2020-08-28,Jama Saidi,Vincent Feigenbutz,,,
1275,2020-08-28,Abass Baraou,Jack Culcay,,,
1249,2020-08-29,Ben Thomas,Willy Hutchinson,,,
1249,2020-08-29,Daniel Dubois,Ricardo Snijders,,,
1249,2020-08-29,Sunny Edwards,Thomas Essomba,,,
1249,2020-08-29,Joe Hughes,Sam Maxwell,,,
1249,2020-08-29,David Adeleye,Phil Williams,,,
1249,2020-08-29,Jordan Ellison,Sam Noakes,,,
1274,2020-08-30,Abram Martinez,Luis Arcon,,,
1274,2020-08-30,Brian Mendoza,Thomas Lamanna,,,
1274,2020-08-30,Erislandy Lara,Greg Vendetti,,,
1274,2020-08-30,Alfredo Angulo,Caleb Truax,,,
1274,2020-08-30,Arnold Barboza Jr,Tony Luis,,,
1274,2020-08-30,Jose Carlos Ramirez,Viktor Postol,,,
1279,2020-09-02,Andre Sterling,Dan Azeez,,,
1279,2020-09-02,Akeem Ennis Brown,Philip Bowes,,,
1279,2020-09-02,Harlem Eubank,Martin McDonagh,,,
1279,2020-09-02,Mickey Ellison,Padraig McCrory,,,
1278,2020-09-03,Aslambek Idigov,Stanislav Kashtanov,,,
1276,2020-09-05,Janiel Rivera,Jesse Rodriguez,,,
1276,2020-09-05,Jared Anderson,Rodney Hernandez,,,
1276,2020-09-05,Alex Dilmaghani,Samir Ziani,,,
1280,2020-09-06,Batyr Akhmedov,Rey Perez,,,
1280,2020-09-06,Deandre Ware,Steven Nelson,,,
1280,2020-09-06,Jamel Herring,Jonathan Oquendo,,,
1281,2020-09-07,Dakota Linger,Omar Juarez,,,
1281,2020-09-07,Abel Ramos,Yordenis Ugas,,,
1284,2020-09-11,Fedor Chudinov,Umar Sadiq,,,
1263,2020-09-12,Cedric Peynaud,Ekow Essuman,,,
1263,2020-09-12,Anthony Yarde,Dec Spelman,,,
1263,2020-09-12,Denzel Bentley,Mark Heffron,,,
1263,2020-09-12,Joshua Frankham,Kevin McCauley,,,
1263,2020-09-12,Ed Harrison,Mohammad Bilal Ali,,,
1258,2020-09-13,Aleem Jumakhonov,Jorge Ramos,,,
1258,2020-09-13,Egidijus Kavaliauskas,Mikael Zewski,,,
1258,2020-09-13,Joet Gonzalez,Miguel Marriaga,,,
1289,2020-09-20,Javier Molina,Jose Pedraza,,,
1289,2020-09-20,Cobia Breedy,Tugstogt Nyambayar,,,
1289,2020-09-20,Erickson Lubin,Terrell Gausha,,,
1289,2020-09-20,Jaron Ennis,Juan Carlos Abreu,,,
1289,2020-09-20,Efe Ajagba,Jonathan Rice,,,
1290,2020-09-25,Johann Duhaupas,Tony Yoka,,,
1210,2020-09-26,Denis Radovan,Robert Talarek,,,
1210,2020-09-26,Duke Micah,John Riel Casimero,,,
1210,2020-09-26,Charlie Edwards,Kyle Williams,,,
1210,2020-09-26,David Oliver Joyce,Ionut Baluta,,,
1210,2020-09-26,Mairis Briedis,Yuniel Dorticos,,,
1210,2020-09-26,Hosea Burton,Ricards Bolotniks,,,
1210,2020-09-26,Apinun Khongsong,Josh Taylor,,,
1257,2020-09-27,Daniel Roman,Juan Carlos Payano,,,
1257,2020-09-27,Aaron Alameda,Luis Nery,,,
1257,2020-09-27,Brandon Figueroa,Damien Vazquez,,,
1257,2020-09-27,Bakhram Murtazaliev,Manny Woods,,,
1257,2020-09-27,Jermall Charlo,Sergiy Derevyanchenko,,,
1257,2020-09-27,Jeison Rosario,Jermell Charlo,,,
1283,2020-09-30,Ohara Davies,Tyrone McKenna,,,
1283,2020-09-30,Liam Conroy,Serge Michel,,,
1283,2020-09-30,James Dickens,Ryan Walsh,,,
1209,2020-10-03,Chavez Barrientes,Ivan Varela,,,
1209,2020-10-03,Angel Barrientes,Fernando Ibarra de Anda,,,
1292,2020-10-04,Guido Vianello,Kingsley Ibeh,,,
1292,2020-10-04,Gabriel Flores Jr,Ryan Kielczweski,,,
1292,2020-10-04,Lucas Santamaria,Paul Kroll,,,
1292,2020-10-04,Mark Magsayo,Rigoberto Hermosillo,,,
1292,2020-10-04,Aqib Fiaz,Kane Baker,,,
1292,2020-10-04,John Hedges,Julio Cesar,,,
1292,2020-10-04,John Harding Jr,Linus Udofia,,,
1292,2020-10-04,Adriana Dos Santos Araujo,Chantelle Cameron,,,
1292,2020-10-04,Ivan Baranchyk,Jose Zepeda,,,
1292,2020-10-04,Joshua Buatsi,Marko Calic,,,
1292,2020-10-04,Alen Babic,Niall Kennedy,,,
1299,2020-10-08,Janelson Figueroa Bocachica,Nicklaus Flaz,,,
1299,2020-10-08,Brandun Lee,Jimmy Williams,,,
1299,2020-10-08,Charles Conwell,Wendy Toussaint,,,
1285,2020-10-10,Dominic Boesel,Robin Krasniqi,,,
1285,2020-10-10,Gonzalo Gaston Coria,Zhanibek Alimkhanuly,,,
1285,2020-10-10,Bryan Lua,Nelson Colon,,,
1285,2020-10-10,Cameron Krael,Elvis Rodriguez,,,
1285,2020-10-10,Emanuel Navarrete,Ruben Villa,,,
1285,2020-10-10,Andrew Robertson,Liam Williams,,,
1285,2020-10-10,Nathan Gorman,Richard Lartey,,,
1285,2020-10-10,Peter Kadiru,Roman Gorst,,,
1285,2020-10-10,Jose Miguel Fandino,Willy Hutchinson,,,
1287,2020-10-17,Bec Connolly,Ellie Scotney,,,
1287,2020-10-17,Thomas Essomba,Thomas Patrick Ward,,,
1287,2020-10-17,Marc Leach,Qais Ashfaq,,,
1287,2020-10-17,Lewis Ritson,Miguel Vazquez,,,
1287,2020-10-17,Joe Laws,Rylan Charlton,,,
1282,2020-10-18,Jack Rafferty,Tom Hill,,,
1282,2020-10-18,Paul Butler,Ryan Walker,,,
1282,2020-10-18,Martin Harkin,Michael McKinson,,,
1282,2020-10-18,Jay Harris,Marcel Braithwaite,,,
1282,2020-10-18,Alex Saucedo,Arnold Barboza Jr,,,
1282,2020-10-18,Josue Vargas,Kendo Castaneda,,,
1282,2020-10-18,Edgar Berlanga,Lanell Bellows,,,
1282,2020-10-18,John Vincent Moralde,Jose Enrique Durantes Vivas,,,
1282,2020-10-18,Teofimo Lopez,Vasiliy Lomachenko,,,
1307,2020-10-22,Kyle Freiberg,Miles Zalewski,,,
1307,2020-10-22,Faiga Opelu,Justis Huni,,,
1307,2020-10-22,Benjamin Kelleher,Jai Opetaia,Jai Opetaia,tko,6
1306,2020-10-23,Maxim Prodan,Nicola Cristofori,,,
1306,2020-10-23,Fabio Turchi,Nikolajs Grisunins,,,
1306,2020-10-23,Andrea Scarpa,Dario Morello,,,
1235,2020-10-24,Israel Gonzalez,Roman Gonzalez,,,
1235,2020-10-24,Julio Cesar Martinez,Moises Calleros,,,
1235,2020-10-24,Carlos Cuadras,Juan Francisco Estrada,,,
1256,2020-10-25,Malik Hawkins,Subriel Matias,,,
1256,2020-10-25,Claudio Marrero,Xavier Martinez,,,
1256,2020-10-25,Custio Clayton,Sergey Lipinets,,,
1313,2020-10-30,Lamont Roach,Neil John Tabano,,,
1291,2020-10-31,Ladarius Miller,Michel Rivera,,,
1291,2020-10-31,Amy Timlin,Carly Skelly,,,
1291,2020-10-31,Marlen Esparza,Sulem Urbina,,,
1291,2020-10-31,Alexis Rocha,Rashidi Ellis,,,
1291,2020-10-31,Carlos Buitrago,Elwin Soto,,,
1291,2020-10-31,Alan Campa,Bektemir Melikuziev,,,
1291,2020-10-31,Murat Gassiev,Nuri Seferi,Murat Gassiev,tko,1
1291,2020-10-31,Jaime Munguia,Tureano Johnson,,,
1291,2020-10-31,Christopher Lovejoy,David Allen,,,
1291,2020-10-31,Bilal Laggoune,Tommy McCarthy,,,
1291,2020-10-31,Hannah Rankin,Savannah Marshall,,,
1291,2020-10-31,George Kambosos Jr,Lee Selby,,,
1291,2020-10-31,Dereck Chisora,Oleksandr Usyk,,,
1291,2020-10-31,Luis Coria,Robson Conceicao,,,
1291,2020-10-31,Jerry Perez,Joshua Zuniga,,,
1303,2020-11-01,Jose Eduardo Lopez Rodriguez,Julian Rodriguez,,,
1303,2020-11-01,Diego Magdaleno,Issac Cruz Gonzalez,,,
1303,2020-11-01,Juan Heraldez,Regis Prograis,,,
1303,2020-11-01,Ewa Brodnicka,Mikaela Mayer,,,
1303,2020-11-01,Mario Barrios,Ryan Karl,,,
1303,2020-11-01,Jason Moloney,Naoya Inoue,,,
1303,2020-11-01,Gervonta Davis,Leo Santa Cruz,,,
1320,2020-11-05,Chordale Booker,Sanny Duversonne,,,
1320,2020-11-05,Eimantas Stanionis,Justin Deloach,,,
1318,2020-11-06,Giemel Magramo,Junto Nakatani,,,
1310,2020-11-07,Dmitry Mikhaylenko,Magomed Kurbanov,,,
1310,2020-11-07,Pavel Malikov,Roman Andreev,,,
1321,2020-11-08,Joey Abell,Michael Polite Coffie,,,
1321,2020-11-08,Brian Howard,Frank Sanchez Faure,,,
1321,2020-11-08,Marcos Mojica,Reshat Mati,,,
1321,2020-11-08,Filip Hrgovic,Rydell Booker,,,
1321,2020-11-08,Devin Vargas,Zhilei Zhang,,,
1321,2020-11-08,Alexander Flores,Luis Ortiz,,,
1321,2020-11-08,Devin Haney,Yuriolkis Gamboa,,,
1323,2020-11-10,Florian Marku,Muma Mweemba,,,
1323,2020-11-10,Mikael Lawal,Ossie Jervier,,,
1323,2020-11-10,Vladimir Georgiev,Zak Chelli,,,
1323,2020-11-10,Harry Woods,Mike McGoldrick,,,
1323,2020-11-10,Mike McGoldrick,Zak Chelli,,,
1322,2020-11-11,Jumanne Camero,Paddy Donavan,,,
1322,2020-11-11,Macaulay McGowan,Tursynbay Kulalkhmet,,,
1322,2020-11-11,Jack Rafferty,Tom Hill,,,
1309,2020-11-13,David Light,Lance Bryant,,,
1309,2020-11-13,Nort Beauchamp,Richie Hadlow,,,
1309,2020-11-13,Andrei Mikhailovich,Marcus Heywood,,,
1309,2020-11-13,Denzel Bentley,Mark Heffron,,,
1309,2020-11-13,Micky Burke Jr,Tommy Broadbent,,,
1309,2020-11-13,Genadij Krajevskij,Tommy Fury,,,
1295,2020-11-14,Jermaine Springer,Thomas Whittaker-Hart,,,
1295,2020-11-14,Angel Aviles,Ukashir Farooq,,,
1295,2020-11-14,Jorgelina Guanini,Rachel Ball,,,
1295,2020-11-14,Jack Cullen,John Docherty,,,
1295,2020-11-14,Katharina Thanderz,Terri Harper,,,
1295,2020-11-14,Katie Taylor,Miriam Gutierrez,,,
1294,2020-11-15,Amilcar Vidal,Edward Jeramie Ortiz,,,
1294,2020-11-15,Efetobor Apochi,Joe Jones,,,
1294,2020-11-15,Keandrae Leatherwood,Tyler Howard,,,
1294,2020-11-15,Edwin Rodriguez,Joshua Greer Jr,,,
1294,2020-11-15,Andrew Moloney,Joshua Franco,,,
1294,2020-11-15,Kell Brook,Terence Crawford,,,
1325,2020-11-20,Roberto Ramirez,William Zepeda,,,
1325,2020-11-20,Miguel Roman,O'Shaquie Foster,,,
1273,2020-11-21,Ben Ridings,Jez Smith,,,
1273,2020-11-21,Rikki Naito,Yusuke Konno,,,
1273,2020-11-21,Fabio Wardley,Richard Lartey,Fabio Wardley,tko,2
1273,2020-11-21,Alen Babic,Tom Little,,,
1273,2020-11-21,Conor Benn,Sebastian Formella,,,
1273,2020-11-21,Liam Davies,Sean Cairns,,,
1273,2020-11-21,Luis Javier Valdes,Shon Mondragon,,,
1262,2020-11-22,Austin Dulay,Jose Luis Gallegos,,,
1262,2020-11-22,Ines Antonio Lozada Torres,Javier Fortuna,,,
1262,2020-11-22,David Theroux,Steve Claggett,,,
1262,2020-11-22,Mathieu Germain,Yves Ulysse Jr,,,
1314,2020-11-27,Michael Magnesi,Patrick Kinigamazi,,,
1314,2020-11-27,Chayaphon Moonsri,Panya Pradabsri,,,
1314,2020-11-27,Christian Hammer,Tony Yoka,,,
1314,2020-11-27,Kamil Sokolowski,Viktor Vykhryst,,,
1314,2020-11-27,Emma Gongora,Estelle Mossely,,,
1305,2020-11-28,Brandon Maddox,Nikita Ababiy,,,
1305,2020-11-28,Joshua Frankham,Mj Hall,,,
1305,2020-11-28,Matt Gordon,Mitchell Barton,,,
1305,2020-11-28,Mahammadrasul Majidov,Sahret Delgardo,,,
1305,2020-11-28,Emmanuel Tagoe,Mason Menard,,,
1305,2020-11-28,Daniyar Yeleussinov,Julius Indongo,,,
1305,2020-11-28,Guido Nicolas Pitto,Hamzah Sheeraz,,,
1305,2020-11-28,Jack Massey,Mohammad Ali Bayat Farid,,,
1305,2020-11-28,Danny Whitaker,David Adeleye,,,
1305,2020-11-28,Louie Lynn,Paul Holt,,,
1305,2020-11-28,Abderrazak Houya,Jack Catterall,,,
1305,2020-11-28,Daniel Jacobs,Gabriel Rosado,,,
1305,2020-11-28,Daniel Dubois,Joe Joyce,,,
1268,2020-11-29,Edward Vazquez,Irvin Gonzalez,,,
1268,2020-11-29,Badou Jack,Blake McKernan,,,
1268,2020-11-29,Jake Paul,Nate Robinson,,,
1268,2020-11-29,Jamaine Ortiz,Sulaiman Segawa,,,
1268,2020-11-29,Gregory Corbin,Joe Cusumano,,,
1317,2020-12-02,Daniel Egbunike,Harlem Eubank,,,
1317,2020-12-02,Ricards Bolotniks,Serge Michel,,,
1317,2020-12-02,James Dickens,Ryan Walsh,,,
1329,2020-12-03,Kori Farr,Shannon O'Connell,,,
1329,2020-12-03,Andrew Hunt,Luke Woods,,,
1329,2020-12-03,Ben Kite,Danny Kennedy,,,
1329,2020-12-03,Arsene Fosso,Justis Huni,,,
1329,2020-12-03,Issac Hardman,Tej Pratrap Singh,,,
1312,2020-12-04,Lerrone Richards,Timo Laine,,,
1312,2020-12-04,Brian Ceballo,Larry Gomez,,,
1312,2020-12-04,Gor Yeritsyan,Mahonri Montes,,,
1312,2020-12-04,Angelo Dragone,Donte Dixon,,,
1312,2020-12-04,James Tennyson,Josh O'Reilly,,,
1312,2020-12-04,Cesar Nunez,Zach Parker,,,
1312,2020-12-04,John Telford,Lewis Edmondson,,,
1312,2020-12-04,Dorota Norek,Shannon Courtenay,,,
1312,2020-12-04,Brandon Adams,Sanny Duversonne,,,
1312,2020-12-04,Billy Joe Saunders,Martin Murray,,,
1311,2020-12-05,Kevin Lele Sadjo,Ronny Landaeta,,,
1311,2020-12-05,Karol Itauma,Lewis van Poetsch,,,
1311,2020-12-05,Jamie Quinn,Muhammad Ali,,,
1311,2020-12-05,Chris Bourke,Michael Ramabeletsa,,,
1311,2020-12-05,Dennis McCann,Pedro Matos,,,
1311,2020-12-05,Michal Cieslak,Taylor Mabika,,,
1311,2020-12-05,Michal Syrowatka,Przemyslaw Runowski,,,
1311,2020-12-05,Anthony Yarde,Lyndon Arthur,,,
1302,2020-12-06,Habib Ahmed,Sebastian Fundora,,,
1302,2020-12-06,Eduardo Ramirez,Miguel Flores,,,
1302,2020-12-06,Francisco Santana,Josesito Lopez,,,
1302,2020-12-06,Jorge Cota,Sebastian Fundora,,,
1302,2020-12-06,Danny Garcia,Errol Spence,,,
1308,2020-12-11,Kane Salvin,Sufyaan Ahmed,,,
1308,2020-12-11,Rosendo Hugo Guarneros,Tommy Frank,,,
1308,2020-12-11,Ashley Theophane,Sam Eggington,,,
1308,2020-12-11,Brock Jarvis,Mark Schleibs,,,
1308,2020-12-11,Hunter Ioane,Jacob Ng,,,
1308,2020-12-11,Kash Ali,Phil Williams,,,
1308,2020-12-11,Ben Fields,Kaisee Benjamin,,,
1286,2020-12-12,Florian Marku,Jamie Stewart,,,
1286,2020-12-12,Kieron Conway,Macaulay McGowan,,,
1286,2020-12-12,Lawrence Okolie,Nikodem Jezewski,,,
1286,2020-12-12,Ashley Lane,Qais Ashfaq,,,
1286,2020-12-12,Martin Bakole Ilunga,Sergey Kuzmin,,,
1286,2020-12-12,Hughie Fury,Mariusz Wach,,,
1330,2020-12-13,Felix Verdejo,Masayoshi Nakatani,,,
1330,2020-12-13,Edgar Berlanga,Ulises Sierra,,,
1330,2020-12-13,Algenis Mendez,Richardson Hitchins,,,
1330,2020-12-13,Matvey Korobov,Ronald Ellis,,,
1330,2020-12-13,Chris Colbert,Jaime Arboleda,,,
1330,2020-12-13,Shakur Stevenson,Toka Kahn Clary,,,
1330,2020-12-13,Anthony Joshua,Kubrat Pulev,,,
1315,2020-12-16,Bowyn Morgan,Tim Tszyu,,,
1315,2020-12-16,Luke Jackson,Tyson Lantry,,,
1315,2020-12-16,Darragh Foley,Ty Telford,,,
1315,2020-12-16,Liam Wilson,Rodynie Rafol,,,
1315,2020-12-16,Mark Hunt,Paul Gallen,,,
1334,2020-12-17,Devis Boschiero,Samuel Gonzalez,,,
1334,2020-12-17,Jose Edgardo Garcia,Jose Perez,,,
1334,2020-12-17,Alberto Puello,Christian Rafael Coria,,,
1334,2020-12-17,Manuel Largacha,Mirko Natalizi,,,
1334,2020-12-17,Nestor Maradiaga,Sandor Martin,,,
1334,2020-12-17,Maiva Hamadouche,Nina Pavlovic,,,
1334,2020-12-17,Gamal Yafai,Luca Rigoldi,,,
1334,2020-12-17,Eimantas Stanionis,Janer Gonzalez,,,
1333,2020-12-18,Dennis Okoth,Reshat Mati,,,
1333,2020-12-18,Craig Richards,Shakan Pitters,,,
1333,2020-12-18,Lybomyr Pinchuk,Stephan Shaw,,,
1333,2020-12-18,Charles Conwell,Madiyar Ashkeyev,,,
1326,2020-12-19,Felix Sturm,Timo Rost,,,
1326,2020-12-19,Jussi Koivula,Sergio Martinez,,,
1326,2020-12-19,Alexis Espino,Ashton Sykes,,,
1326,2020-12-19,Angel Hernandez,Christian Gomez Duran,,,
1326,2020-12-19,Austin Williams,Isiah Jones,,,
1326,2020-12-19,Brandun Lee,Dakota Linger,,,
1326,2020-12-19,Calista Silgado,Hyun Mi Choi,,,
1326,2020-12-19,John Ryder,Mike Guy,,,
1326,2020-12-19,Ali Akhemedov,Carlos Gongora Mercado,,,
1326,2020-12-19,Alfonso Lopez,Gilberto Ramirez,,,
1326,2020-12-19,Ilunga Makabu,Olanrewaju Durodola,,,
1326,2020-12-19,Gennady Golovkin,Kamil Szeremeta,,,
1293,2020-12-20,Frank Sanchez,Julian Fernandez,,,
1293,2020-12-20,Juan Antonio Lopez,Raymond Ford,,,
1293,2020-12-20,Emmanuel Rodriguez,Reymart Gaballo,,,
1293,2020-12-20,Gary Antonio Russell,Juan Carlos Payano,,,
1293,2020-12-20,Chris van Heerden,Jaron Ennis,,,
1293,2020-12-20,Callum Smith,Saul Alvarez,,,
1339,2020-12-24,Evgeny Terentiev,Viktor Plotnikov,,,
1339,2020-12-24,Pavel Silyagin,Siarhei Khamitski,,,
